0.2,0.1667,0.32,0.4925,95
0.2,0.1667,0.32,0.4478,74
0.18,0.1364,0.29,0.4478,76
0.16,0.1212,0.37,0.5522,69
0.14,0.1212,0.36,0.2537,30
0.12,0.1212,0.36,0.2537,28
0.12,0.1061,0.39,0.3582,37
0.12,0.1061,0.36,0.3881,34
0.1,0.0606,0.39,0.4478,22
0.1,0.0606,0.42,0.4627,12
0.1,0.0606,0.46,0.4627,11
0.1,0.0758,0.46,0.4179,4
0.08,0.0909,0.53,0.194,1
0.08,0.0909,0.53,0.194,1
0.08,0.0909,0.53,0.194,6
0.1,0.0909,0.49,0.2836,10
0.12,0.0758,0.46,0.5224,19
0.14,0.1061,0.43,0.3881,49
0.16,0.1212,0.4,0.5224,49
0.2,0.1667,0.34,0.4478,75
0.22,0.1818,0.32,0.4627,72
0.22,0.197,0.35,0.3582,82
0.2,0.1667,0.34,0.4478,92
0.18,0.1515,0.37,0.3881,62
0.16,0.1364,0.43,0.3284,41
0.14,0.1212,0.46,0.2537,38
0.14,0.1061,0.46,0.4179,20
0.14,0.1212,0.46,0.2985,15
0.12,0.1364,0.5,0.194,6
0.12,0.1212,0.5,0.2836,1
0.12,0.1212,0.5,0.2239,3
0.12,0.1212,0.5,0.2239,1
0.1,0.1212,0.54,0.1343,3
0.1,0.1061,0.54,0.2537,3
0.12,0.1212,0.5,0.2239,77
0.12,0.1212,0.5,0.2836,188
0.14,0.1212,0.5,0.2537,94
0.14,0.1212,0.5,0.2985,31
0.16,0.1364,0.47,0.2836,30
0.2,0.1818,0.4,0.2836,54
0.2,0.197,0.4,0.2239,47
0.2,0.197,0.4,0.2239,45
0.2,0.2121,0.4,0.1343,74
0.2,0.2273,0.4,0.1045,178
0.16,0.1667,0.47,0.1642,95
0.16,0.1667,0.5,0.1642,74
0.14,0.1364,0.59,0.194,38
0.14,0.1515,0.59,0.1642,24
0.14,0.1515,0.59,0.1642,18
0.14,0.1515,0.59,0.1642,3
0.16,0.1515,0.55,0.194,3
0.16,0.1818,0.55,0.1343,6
0.16,0.1818,0.55,0.1343,27
0.16,0.2273,0.55,0,99
0.18,0.197,0.51,0.1642,130
0.2,0.2121,0.51,0.1642,54
0.2,0.2121,0.47,0.1343,35
0.2,0.2273,0.51,0.1045,57
0.2,0.2273,0.59,0.0896,52
0.16,0.197,0.8,0.0896,47
0.16,0.1515,0.86,0.2239,76
0.16,0.1515,0.86,0.2239,136
0.16,0.1818,0.93,0.1045,95
0.16,0.2273,0.93,0,51
0.16,0.197,0.86,0.0896,20
0.16,0.1818,0.93,0.1045,29
0.16,0.197,0.93,0.0896,19
0.16,0.197,0.86,0.0896,7
0.16,0.1818,0.86,0.1045,6
0.14,0.1515,0.86,0.1642,5
0.12,0.1515,0.93,0.1343,16
0.14,0.1515,0.69,0.1343,54
0.16,0.1667,0.59,0.1642,128
0.16,0.1364,0.59,0.3284,81
0.2,0.1818,0.51,0.3881,35
0.2,0.1515,0.47,0.5821,55
0.22,0.197,0.44,0.3582,49
0.2,0.1818,0.47,0.3284,44
0.2,0.1667,0.47,0.4179,49
0.2,0.1818,0.47,0.3582,139
0.2,0.1515,0.47,0.5224,137
0.18,0.1515,0.47,0.4179,83
0.16,0.1364,0.5,0.3284,56
0.16,0.1364,0.55,0.3284,57
0.14,0.1061,0.59,0.4179,20
0.14,0.1212,0.59,0.2836,7
0.14,0.1212,0.5,0.2836,2
0.14,0.1212,0.5,0.3582,2
0.14,0.1212,0.5,0.3284,3
0.14,0.1212,0.5,0.2985,3
0.12,0.1515,0.54,0.1343,28
0.12,0.1515,0.54,0.1343,72
0.14,0.1364,0.5,0.194,202
0.14,0.1212,0.5,0.3284,139
0.2,0.1667,0.44,0.4478,37
0.2,0.1667,0.44,0.4179,52
0.22,0.197,0.41,0.4478,83
0.22,0.197,0.41,0.3881,42
0.24,0.2121,0.38,0.2985,60
0.2,0.1818,0.4,0.2836,162
0.2,0.1818,0.4,0.3284,144
0.16,0.1515,0.47,0.2537,99
0.16,0.1515,0.47,0.2239,64
0.14,0.1212,0.46,0.2985,40
0.12,0.1364,0.5,0.194,15
0.12,0.1364,0.5,0.194,14
0.1,0.1212,0.54,0.1642,5
0.1,0.1212,0.54,0.1343,1
0.1,0.1364,0.54,0.1045,1
0.1,0.1818,0.54,0,17
0.1,0.1212,0.74,0.1642,70
0.12,0.1667,0.68,0,158
0.14,0.1515,0.69,0.1343,117
0.18,0.1818,0.55,0.194,44
0.2,0.197,0.44,0.2537,61
0.22,0.197,0.37,0.3881,77
0.22,0.2121,0.41,0.2836,64
0.24,0.2424,0.38,0.1642,68
0.22,0.2424,0.41,0.1045,90
0.2,0.2576,0.47,0,139
0.16,0.197,0.59,0.0896,92
0.18,0.2424,0.59,0,68
0.16,0.2273,0.69,0,52
0.16,0.2273,0.69,0,36
0.18,0.2424,0.55,0,28
0.16,0.197,0.59,0.0896,20
0.16,0.197,0.59,0.0896,12
0.16,0.2273,0.59,0,8
0.16,0.2273,0.59,0,5
0.14,0.1667,0.63,0.1045,3
0.14,0.2121,0.63,0,10
0.14,0.1515,0.63,0.1343,23
0.16,0.1818,0.64,0.1343,33
0.18,0.197,0.59,0.1642,59
0.24,0.2273,0.48,0.2239,89
0.28,0.2576,0.38,0.2985,101
0.3,0.2879,0.39,0.2836,118
0.32,0.3182,0.36,0.194,129
0.34,0.3333,0.34,0.194,128
0.3,0.2879,0.45,0.2537,84
0.32,0.303,0.39,0.2537,74
0.32,0.303,0.39,0.2537,41
0.32,0.303,0.39,0.2239,57
0.3,0.3182,0.42,0.1045,26
0.26,0.303,0.56,0,39
0.26,0.2727,0.56,0.1343,23
0.26,0.2879,0.56,0.0896,16
0.22,0.2727,0.69,0,15
0.26,0.2576,0.56,0.1642,1
0.26,0.2576,0.56,0.1642,1
0.24,0.2121,0.56,0.2985,3
0.22,0.2121,0.55,0.2836,18
0.22,0.2121,0.51,0.2537,32
0.22,0.2121,0.51,0.2836,79
0.24,0.2121,0.41,0.2836,104
0.26,0.2273,0.35,0.2985,118
0.28,0.2727,0.36,0.2537,91
0.26,0.2424,0.38,0.2537,113
0.24,0.2273,0.38,0.2239,99
0.2,0.2121,0.4,0.1642,67
0.18,0.197,0.47,0.1343,61
0.18,0.197,0.47,0.1642,57
0.18,0.197,0.51,0.1642,28
0.2,0.2121,0.49,0.1343,21
0.2,0.197,0.47,0.2239,17
0.2,0.197,0.44,0.194,16
0.18,0.1667,0.43,0.2537,8
0.18,0.1818,0.43,0.194,2
0.18,0.197,0.43,0.1343,3
0.18,0.1818,0.43,0.194,5
0.16,0.1818,0.5,0.1343,13
0.16,0.1515,0.47,0.2239,33
0.16,0.1515,0.47,0.2239,47
0.16,0.1515,0.5,0.2537,57
0.18,0.197,0.47,0.1343,80
0.18,0.197,0.47,0.1343,93
0.18,0.2121,0.43,0.1045,86
0.2,0.2121,0.47,0.1642,93
0.2,0.2121,0.47,0.1642,82
0.18,0.1667,0.55,0.2537,92
0.18,0.1818,0.59,0.194,60
0.16,0.1515,0.8,0.194,33
0.16,0.1515,0.8,0.194,27
0.14,0.1212,0.93,0.2537,13
0.2,0.1818,0.86,0.3284,3
0.2,0.197,0.86,0.2239,22
0.22,0.2273,0.8,0.1642,28
0.22,0.2273,0.87,0.1642,35
0.22,0.2273,0.87,0.194,61
0.22,0.2273,0.8,0.1642,133
0.22,0.2273,0.8,0.1343,99
0.22,0.2727,0.87,0,83
0.22,0.2424,0.93,0.1045,41
0.22,0.2576,0.93,0.0896,33
0.22,0.2727,0.93,0,3
0.22,0.2273,0.93,0.1343,7
0.22,0.2273,0.93,0.1343,3
0.22,0.2273,0.93,0.1343,2
0.22,0.2576,0.93,0.0896,7
0.24,0.2576,0.92,0.1045,90
0.24,0.2576,0.93,0.1045,197
0.24,0.2576,0.93,0.1045,109
0.26,0.2727,0.93,0.1343,47
0.28,0.303,0.87,0.0896,52
0.4,0.4091,0.62,0.2836,78
0.4,0.4091,0.58,0.2537,75
0.4,0.4091,0.54,0.2836,82
0.38,0.3939,0.58,0.3881,104
0.36,0.3333,0.57,0.3284,197
0.32,0.2879,0.57,0.4179,112
0.32,0.303,0.49,0.2985,76
0.32,0.2879,0.49,0.4179,59
0.3,0.303,0.52,0.1642,59
0.3,0.2727,0.52,0.4627,28
0.26,0.2727,0.56,0,5
0.26,0.2727,0.56,0,2
0.26,0.2576,0.56,0.1642,1
0.26,0.2576,0.56,0.1642,1
0.24,0.2273,0.6,0.2239,6
0.22,0.2121,0.55,0.2239,101
0.22,0.2121,0.55,0.2836,249
0.24,0.2273,0.52,0.2239,143
0.26,0.2273,0.48,0.2985,57
0.28,0.2727,0.45,0.1642,68
0.28,0.2879,0.45,0.1045,98
0.3,0.303,0.45,0.1343,81
0.32,0.3182,0.45,0.194,70
0.3,0.303,0.49,0.1343,91
0.3,0.3182,0.49,0.1045,215
0.26,0.2273,0.56,0.3284,152
0.26,0.2424,0.6,0.2836,126
0.24,0.2273,0.6,0.2537,57
0.24,0.2121,0.65,0.2836,56
0.24,0.2121,0.65,0.3284,31
0.24,0.2273,0.7,0.2537,6
0.24,0.2424,0.75,0.1642,2
0.22,0.2121,0.8,0.2985,1
0.22,0.2576,0.87,0.0896,1
0.24,0.197,0.6,0.4179,5
0.2,0.1818,0.51,0.2836,68
0.2,0.1818,0.47,0.3284,217
0.2,0.1818,0.51,0.3582,166
0.2,0.1667,0.47,0.4627,63
0.22,0.1818,0.41,0.4627,59
0.2,0.1515,0.21,0.5821,73
0.2,0.1515,0.25,0.5224,62
0.16,0.1212,0.26,0.4478,65
0.16,0.1364,0.26,0.3582,97
0.14,0.1212,0.28,0.3582,161
0.12,0.1061,0.3,0.3284,96
0.1,0.0758,0.33,0.4179,53
0.08,0.0758,0.38,0.2836,41
0.06,0.0303,0.41,0.3881,34
0.06,0.0455,0.38,0.3284,27
0.04,0,0.41,0.3881,12
0.04,0.0303,0.41,0.2537,11
0.04,0.0303,0.41,0.2836,7
0.02,0.0152,0.48,0.2985,3
0.02,0.0303,0.44,0.2239,2
0.02,0,0.44,0.3284,27
0.04,0.0303,0.41,0.2537,40
0.04,0.0606,0.41,0.1642,53
0.06,0.0758,0.38,0.1343,63
0.06,0.1061,0.38,0.1045,70
0.1,0.1364,0.33,0.1045,75
0.12,0.1515,0.28,0,103
0.12,0.1364,0.28,0.194,83
0.12,0.197,0.28,0,67
0.08,0.0909,0.35,0.194,54
0.06,0.0758,0.45,0.1642,45
0.06,0.1061,0.41,0.0896,39
0.06,0.1515,0.49,0,30
0.04,0.0758,0.57,0.1045,33
0.04,0.0758,0.57,0.1045,22
0.02,0.0606,0.62,0.1343,18
0.02,0.0606,0.62,0.1343,5
0.04,0.0758,0.57,0.1045,3
0.04,0.0758,0.57,0.1045,1
0.08,0.1061,0.58,0.1642,2
0.1,0.0758,0.54,0.3582,28
0.14,0.1061,0.46,0.3881,58
0.14,0.1364,0.43,0.2239,99
0.16,0.1212,0.37,0.4627,116
0.14,0.1061,0.33,0.3881,87
0.16,0.1364,0.28,0.3582,77
0.16,0.1364,0.26,0.3284,65
0.14,0.1061,0.26,0.3881,55
0.12,0.1212,0.3,0.2537,49
0.12,0.1212,0.3,0.2836,50
0.1,0.1061,0.36,0.194,25
0.08,0.0909,0.38,0.194,28
0.06,0.0606,0.41,0.2239,21
0.06,0.0606,0.41,0.194,7
0.04,0.0455,0.45,0.194,1
0.02,0.0606,0.48,0.1343,1
0.02,0.0606,0.48,0.1343,5
0.02,0.0758,0.48,0.0896,15
0.02,0.1212,0.48,0,84
0.04,0.1364,0.49,0,177
0.1,0.1364,0.42,0,40
0.1,0.1212,0.46,0.1343,46
0.12,0.1364,0.42,0.194,63
0.14,0.1364,0.43,0.2239,60
0.14,0.1364,0.46,0.2239,45
0.16,0.1515,0.47,0.2537,70
0.14,0.1212,0.5,0.2537,184
0.14,0.1364,0.59,0.194,153
0.14,0.1515,0.54,0.1642,106
0.14,0.1364,0.59,0.194,81
0.14,0.1364,0.63,0.2239,35
0.16,0.1515,0.64,0.2537,24
0.16,0.1364,0.69,0.2836,9
0.16,0.1667,0.69,0.1642,5
0.16,0.1515,0.69,0.2239,2
0.14,0.1364,0.74,0.2239,9
0.16,0.1818,0.74,0.1045,36
0.16,0.1515,0.74,0.2239,108
0.16,0.1818,0.74,0.1343,238
0.2,0.2273,0.64,0.0896,144
0.24,0.2424,0.6,0.1343,61
0.26,0.2879,0.56,0.0896,106
0.26,0.2727,0.56,0.1343,93
0.3,0.3333,0.45,0,68
0.32,0.3485,0.42,0,84
0.3,0.3333,0.45,0,222
0.3,0.3182,0.49,0.0896,225
0.26,0.2576,0.65,0.1642,146
0.24,0.2273,0.65,0.194,119
0.24,0.2273,0.65,0.194,45
0.22,0.2273,0.64,0.1642,40
0.22,0.2273,0.69,0.1343,17
0.24,0.2424,0.65,0.1343,5
0.22,0.2273,0.69,0.194,10
0.2,0.1818,0.86,0.2836,1
0.22,0.2121,0.87,0.2985,30
0.22,0.2121,0.87,0.2985,72
0.22,0.2121,0.87,0.2985,58
0.22,0.2121,0.93,0.2836,28
0.22,0.197,0.93,0.3284,41
0.22,0.197,0.93,0.3284,47
0.22,0.197,0.93,0.3582,36
0.22,0.1818,0.93,0.4627,43
0.22,0.197,0.93,0.3284,36
0.2,0.1818,0.93,0.3582,26
0.22,0.2424,0.55,0.1045,84
0.2,0.2273,0.69,0.0896,104
0.2,0.2273,0.69,0.0896,79
0.18,0.2121,0.74,0.0896,59
0.18,0.2121,0.74,0.0896,38
0.18,0.197,0.8,0.1642,16
0.2,0.2121,0.75,0.1343,9
0.2,0.2121,0.75,0.1343,3
0.2,0.2121,0.75,0.1642,2
0.2,0.2273,0.75,0.1045,1
0.18,0.197,0.8,0.1343,16
0.16,0.197,0.86,0.0896,60
0.16,0.197,0.86,0.0896,157
0.18,0.2121,0.86,0.0896,101
0.18,0.2121,0.86,0.1045,49
0.18,0.2121,0.93,0.1045,29
0.18,0.2121,0.93,0.1045,31
0.22,0.2727,0.8,0,38
0.2,0.2576,0.86,0,41
0.22,0.2727,0.8,0,80
0.24,0.2273,0.75,0.194,109
0.24,0.2424,0.75,0.1343,89
0.24,0.2273,0.7,0.194,62
0.22,0.2273,0.75,0.1343,58
0.24,0.2121,0.65,0.3582,26
0.22,0.197,0.64,0.3582,28
0.22,0.2273,0.64,0.194,20
0.22,0.2273,0.64,0.1642,15
0.2,0.2121,0.64,0.1343,8
0.16,0.1818,0.69,0.1045,3
0.16,0.1818,0.59,0.1045,5
0.18,0.197,0.55,0.1642,34
0.18,0.2121,0.59,0.0896,34
0.18,0.2121,0.64,0.1045,55
0.18,0.197,0.64,0.1343,64
0.22,0.2273,0.55,0.1642,65
0.22,0.2273,0.6,0.1343,99
0.22,0.2121,0.69,0.2537,120
0.24,0.2424,0.6,0.1642,107
0.24,0.2879,0.6,0,91
0.22,0.2121,0.69,0.2537,58
0.18,0.2121,0.74,0.0896,43
0.18,0.2121,0.74,0.0896,36
0.16,0.197,0.8,0.0896,32
0.16,0.197,0.8,0.0896,33
0.14,0.2121,0.8,0,29
0.16,0.2273,0.8,0,11
0.14,0.2121,0.93,0,8
0.14,0.2121,0.93,0,1
0.14,0.2121,0.86,0,3
0.14,0.2121,0.86,0,12
0.16,0.2273,0.8,0,38
0.18,0.2424,0.8,0,64
0.22,0.2727,0.75,0,59
0.3,0.3182,0.52,0.1045,97
0.28,0.303,0.61,0.0896,122
0.3,0.3333,0.56,0,109
0.3,0.3333,0.56,0,123
0.3,0.2879,0.56,0.194,77
0.26,0.2576,0.65,0.1642,65
0.26,0.2727,0.65,0.1045,33
0.24,0.2424,0.7,0.1642,28
0.24,0.2273,0.7,0.194,21
0.24,0.2121,0.65,0.2836,21
0.24,0.2273,0.65,0.2239,7
0.22,0.2273,0.64,0.194,1
0.22,0.2273,0.64,0.194,2
0.2,0.197,0.59,0.2239,2
0.18,0.1667,0.64,0.2836,8
0.16,0.1364,0.69,0.3284,37
0.16,0.1364,0.59,0.2836,185
0.16,0.1364,0.59,0.2985,112
0.16,0.1515,0.59,0.194,69
0.16,0.1515,0.59,0.194,48
0.18,0.2121,0.55,0.1045,68
0.18,0.197,0.55,0.1343,86
0.16,0.1818,0.59,0.1343,44
0.16,0.1818,0.56,0.194,86
0.16,0.1515,0.59,0.194,161
0.16,0.1515,0.55,0.2239,156
0.16,0.1667,0.59,0.1642,78
0.16,0.197,0.59,0.0896,56
0.16,0.1818,0.59,0.1045,34
0.16,0.197,0.64,0.0896,17
0.16,0.1818,0.64,0.1045,8
0.16,0.2273,0.69,0,2
0.16,0.2273,0.69,0,2
0.14,0.2121,0.93,0,3
0.14,0.2121,0.93,0,22
0.16,0.2273,0.93,0,52
0.16,0.2273,0.93,0,116
0.16,0.2273,0.93,0,47
0.18,0.2424,0.86,0,51
0.2,0.2576,0.86,0,55
0.2,0.2576,0.86,0,52
0.24,0.2879,0.75,0,52
0.24,0.2424,0.75,0.1343,64
0.24,0.2879,0.75,0,176
0.24,0.2576,0.81,0.1045,168
0.24,0.2424,0.81,0.1343,108
0.22,0.2273,0.87,0.1343,64
0.22,0.2576,0.87,0.0896,36
0.2,0.197,0.93,0.194,16
0.22,0.2424,0.93,0.1045,2
0.22,0.2273,0.93,0.194,3
0.22,0.2273,0.93,0.1343,1
0.22,0.2121,0.93,0.2836,1
0.22,0.2424,0.93,0.1045,3
0.22,0.2424,0.93,0.1045,18
0.22,0.2121,0.93,0.2239,49
0.24,0.2576,0.93,0.0896,123
0.22,0.2727,1,0,61
0.24,0.2273,0.93,0.194,52
0.24,0.2273,0.93,0.2239,64
0.34,0.3333,0.93,0.1642,75
0.38,0.3939,0.76,0.3284,76
0.36,0.3333,0.71,0.2985,103
0.36,0.3182,0.53,0.5224,190
0.34,0.2879,0.42,0.5522,182
0.28,0.2424,0.45,0.4925,91
0.22,0.197,0.47,0.3284,63
0.22,0.2121,0.44,0.2537,40
0.2,0.1667,0.44,0.4478,32
0.2,0.1667,0.4,0.4478,12
0.2,0.1515,0.44,0.5224,5
0.18,0.1667,0.43,0.2537,1
0.16,0.1364,0.5,0.2985,2
0.16,0.1364,0.43,0.3582,39
0.14,0.1212,0.5,0.3284,87
0.14,0.1212,0.5,0.3582,188
0.18,0.1515,0.43,0.3284,52
0.18,0.1364,0.43,0.4478,64
0.2,0.1818,0.4,0.3582,69
0.2,0.1667,0.4,0.4179,51
0.22,0.197,0.37,0.3881,47
0.22,0.2121,0.37,0.2537,78
0.2,0.197,0.4,0.194,175
0.2,0.2121,0.4,0.1642,147
0.2,0.2576,0.4,0,96
0.2,0.2273,0.47,0.0896,109
0.18,0.2121,0.51,0.0896,41
0.2,0.2273,0.47,0.1045,38
0.2,0.2576,0.44,0,13
0.16,0.2273,0.59,0,7
0.14,0.1667,0.63,0.1045,1
0.14,0.1515,0.63,0.1343,7
0.16,0.2273,0.55,0,28
0.14,0.2121,0.59,0,87
0.14,0.1515,0.74,0.1343,220
0.16,0.1818,0.8,0.1343,127
0.22,0.2273,0.51,0.1642,64
0.24,0.2424,0.48,0.1642,86
0.26,0.2576,0.5,0.2239,82
0.28,0.2727,0.45,0.1642,91
0.28,0.2727,0.48,0.2537,90
0.26,0.2727,0.56,0.1343,205
0.24,0.2576,0.6,0.1045,155
0.24,0.2424,0.65,0.1343,103
0.24,0.2424,0.65,0.1642,71
0.24,0.2424,0.7,0.1642,43
0.24,0.2424,0.7,0.1343,31
0.24,0.2424,0.7,0.1642,39
0.24,0.2424,0.65,0.1642,18
0.24,0.2424,0.75,0.1642,17
0.24,0.2424,0.75,0.1642,11
0.2,0.2273,1,0.0896,9
0.2,0.2576,1,0,4
0.22,0.2576,0.93,0.0896,4
0.2,0.2273,1,0.0896,10
0.2,0.2273,1,0.0896,20
0.22,0.2273,1,0.1343,47
0.22,0.2273,1,0.1642,52
0.22,0.2273,1,0.1642,72
0.22,0.2727,1,0,55
0.22,0.2727,1,0,60
0.24,0.2121,1,0.2836,78
0.28,0.2424,0.93,0.4478,83
0.28,0.2424,0.93,0.4478,84
0.3,0.2879,0.87,0.2537,69
0.26,0.2576,1,0.194,56
0.26,0.2576,0.93,0.2239,59
0.26,0.2576,0.7,0.194,39
0.26,0.2273,0.65,0.4179,44
0.26,0.2273,0.6,0.3284,20
0.26,0.2879,0.6,0.0896,13
0.26,0.2576,0.6,0.2239,1
0.26,0.2576,0.6,0.2239,1
0.24,0.2424,0.65,0.1642,8
0.24,0.2576,0.65,0.1045,23
0.28,0.2879,0.56,0.1045,45
0.32,0.303,0.49,0.2537,117
0.34,0.3333,0.46,0,174
0.34,0.3636,0.46,0,182
0.34,0.3485,0.46,0.0896,161
0.34,0.3485,0.46,0.0896,182
0.34,0.3636,0.46,0,121
0.3,0.303,0.56,0.1642,78
0.28,0.2879,0.61,0.1343,21
0.28,0.2879,0.61,0.1045,26
0.26,0.303,0.6,0,27
0.24,0.2879,0.65,0,30
0.24,0.2879,0.65,0,15
0.22,0.2727,0.75,0,5
0.2,0.2576,0.8,0,3
0.2,0.2576,0.86,0,1
0.2,0.2576,0.86,0,10
0.18,0.2424,0.93,0,30
0.18,0.2424,0.86,0,95
0.16,0.2273,1,0,230
0.22,0.2727,0.8,0,118
0.3,0.3182,0.65,0.0896,47
0.32,0.3485,0.62,0,66
0.36,0.3636,0.57,0.0896,64
0.36,0.3636,0.57,0.0896,60
0.38,0.3939,0.54,0.0896,50
0.32,0.3182,0.7,0.1642,216
0.34,0.3333,0.66,0.1343,175
0.32,0.3485,0.7,0,128
0.32,0.3333,0.7,0.1045,88
0.32,0.3485,0.7,0,78
0.3,0.3333,0.81,0,25
0.28,0.3182,0.87,0,10
0.28,0.3182,0.87,0,4
0.26,0.2727,0.93,0.1045,2
0.28,0.2727,0.93,0.1642,1
0.26,0.2273,0.81,0.3284,2
0.26,0.2273,0.7,0.3284,39
0.24,0.197,0.65,0.4179,100
0.24,0.197,0.56,0.4925,243
0.24,0.197,0.52,0.4925,135
0.22,0.1818,0.47,0.4627,50
0.24,0.197,0.38,0.4925,65
0.24,0.197,0.32,0.4478,50
0.22,0.197,0.37,0.4179,64
0.22,0.197,0.35,0.3881,51
